head_noun,head_noun_in_main_clause,clause_verb,filler_gap_dependency,restrictiveness,relativizer,head_noun_in_rc,relative_clause,relative_clause_length,rc_type,structure_pattern,file,sent,sentence_word_count,sentence_verb_count
picture,dobj,went,1,restrictive,that,nsubj,"that went viral , traveling to every OSU home and away game and so much more",16,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"There's been a lot of fun memories from various experiences I've had the fortune of covering the past four years, including: Ohio State's national championship run last year, Ryan Day buckling at the podium when he realized Jeremiah Smith was coming to OSU, Aaron Scott Jr. using a smoke machine for his commitment then faking out Michigan with a jersey swap, building relationships with recruits, getting really lucky and snapping a picture of Marvin Harrison Jr. that went viral, traveling to every OSU home and away game and so much more.",102,18
anything,dobj,written,3,restrictive,zero,zero,I 've written the past four years,7,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,"To anyone who has consumed anything I've written the past four years, from the bottom of my heart, thank you, I wouldn't be able to do what I do without you guys.",38,8
article,dobj,piece,4,restrictive,which,nsubj,which was my favorite piece of content I ever produced for the site,13,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"I'll miss being part of this community, and I'll definitely miss writing the Hodgepodge article, which was my favorite piece of content I ever produced for the site.",33,6
anyone,dobj,listens,1,restrictive,who,nsubj,who listens that game weekends are about winning first and recruiting second,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"Ryan Day will tell anyone who listens that game weekends are about winning first and recruiting second, but nonetheless, in a top-three matchup like this, Saturday has the potential to move the needle for a lot of prospects.",42,7
Division,dobj,are,1,restrictive,which,pobj,all of which are at the Group of Five and FCS level,12,SRC,NP + Prep + Comp + Verb (passive/oblique),input_texts/completed-websites-f25/elevenwarriors.txt,"The Massillon product has garnered 20 Division I offers, all of which are at the Group of Five and FCS level.",23,3
team,dobj,coached,2,restrictive,zero,zero,he coached from 2000-23 – from attending UNC practices,9,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,The North Carolina coach confirmed Saturday night that he has banned the New England Patriots – the NFL team he coached from 2000-23 – from attending UNC practices.,29,6
something,nsubj,started,1,restrictive,that,nsubj,that started on a whim – more on that in a few –,13,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,It's crazy to think that something that started on a whim – more on that in a few – is now 10 years old and has become a business instead of the hobby it started as.,38,7
Dispatch,nsubjpass,had,4,restrictive,which,nsubj,which has never really had a solid digital strategy,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"JASON: At the time the Dispatch, which has never really had a solid digital strategy, was paywalled too.",22,4
NFLer,dobj,lives,2,restrictive,which,nsubj,which still lives on,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"We premiered our Buckeye NFLer of the week column, which still lives on.",15,2
thing,nsubj,think,3,restrictive,zero,zero,I can think of in terms of buildup,8,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,"RAMZY: The only comparable thing I can think of in terms of buildup, which is actually way worse, is Brazil getting the World Cup.",28,4
someone,nsubj,name,5,restrictive,zero,zero,I wo n't name names,5,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,"I think someone – I won't name names – published a photo of Erin Andrews and that was like, it.",23,4
anyone,dobj,listen,2,restrictive,who,nsubj,who would listen that Oden was better than Kevin Durant and history would prove that assertion,16,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,Greg Oden went first in the NBA Draft that year and we spent quite a bit of time telling anyone who would listen that Oden was better than Kevin Durant and history would prove that assertion.,37,6
Bush,dobj,video,3,restrictive,which,nsubj,which was a video of an 8-year-old in California just wrecking this Pop Warner league,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"JASON: Our first viral hit came in July, “The White Reggie Bush, ” which was a video of an 8-year-old in California just wrecking this Pop Warner league.",33,4
work,nsubj,went,1,restrictive,that,nsubj,that went into publishing and revising a weekly ballot based on feedback from readers,14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"We were invited to participate in the now defunct Blogpoll late that summer, which was a prestige thing, but the work that went into publishing and revising a weekly ballot based on feedback from readers was a pain in the ass.",44,8
series,dobj,spoke,2,restrictive,which,pobj,in which he spoke with Ohio State commits or prospects on the Buckeyes ' radar,15,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/elevenwarriors.txt,He'd later start a series called “Catching Up” in which he spoke with Ohio State commits or prospects on the Buckeyes' radar.,27,3
something,dobj,have,4,restrictive,zero,zero,we did n't have before,5,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,He really gave us something we didn't have before.,11,3
credential,dobj,fall,1,restrictive,that,det,that fall,2,Other,NP + Comp + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"CHRIS: As Jason touched on, we picked up our first football credential that fall.",17,2
engagement,dobj,had,2,restrictive,zero,zero,you had that day,4,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,I loved the customer engagement you had that day.,10,2
article,dobj,Dropped,6,restrictive,zero,zero,"The Banhammer has Dropped , ” announcing the punishment for the players",12,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,"Shortly before Christmas, Jason wrote an article titled “The Banhammer has Dropped, ” announcing the punishment for the players, and that piece did 285 comments, which was unheard of for us at the time.",40,7
comments,dobj,unheard,2,restrictive,which,nsubj,which was unheard of for us at the time,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"Shortly before Christmas, Jason wrote an article titled “The Banhammer has Dropped, ” announcing the punishment for the players, and that piece did 285 comments, which was unheard of for us at the time.",40,7
people,dobj,understand,1,restrictive,who,nsubj,who understand that Tressel was a good man who made a mistake,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"You know, people who understand that Tressel was a good man who made a mistake.",17,4
way,dobj,hilarious,2,restrictive,which,nsubj,which is hilarious and so Dodd,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"JOHNNY: Dennis Dodd published something saying the Buckeyes might have received the death penalty had things gone a different way, which is hilarious and so Dodd.",29,7
people,dobj,implement,2,restrictive,who,nsubj,who then implement parts or most of your playbook,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,It's always frustrating to lose good people who then implement parts or most of your playbook to compete against you – says every business owner ever – but Luke was smart and worked hard and made us compete harder.,41,8
articles,dobj,helped,1,restrictive,that,nsubj,that helped differentiate Eleven Warriors from other Ohio State sites,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,Ross Fulton came on in January and gave us schematic articles that helped differentiate Eleven Warriors from other Ohio State sites.,22,4
people,dobj,make,1,restrictive,who,nsubj,who make the beer you get hookups,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"City Barbeque, Cheryl's Cookies, Columbus Distributing – we had 8 different types of beer on tap because when you know the people who make the beer you get hookups.",33,4
work,nsubj,doing,3,restrictive,zero,zero,he was doing on YouTube,5,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,"JASON: Vico was not only a great writer, but the work he was doing on YouTube was phenomenal.",21,4
it—after,dobj,scheduled,4,restrictive,zero,zero,he had already scheduled it for publishing,7,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,JASON: Johnny was writing one of our morning Skull Sessions and so he passed out in the middle of writing it—after he had already scheduled it for publishing!,30,7
fish,dobj,made,1,restrictive,which,nsubj,"which made me mad so I made a Vine of me rolling down High Street and yelling , `` We need a state fish",24,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/elevenwarriors.txt,"Ohio does not have a state fish, which made me mad so I made a Vine of me rolling down High Street and yelling, ""We need a state fish!",33,7
charms,dobj,received,2,restrictive,zero,zero,players received for beating Michigan,5,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,"We partnered with Matt Finkes, Jim Lachey and the Gold Pants Club to host an event at the Woody Hayes Athletic Center to raise money for the club, and of course that money went directly towards purchasing the charms players received for beating Michigan.",47,7
Dubgate,dobj,think,3,restrictive,which,dobj,"” which I honestly think is a better name , anyway",11,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/elevenwarriors.txt,"So, we agreed and changed the name to “The Eleven Dubgate, ” which I honestly think is a better name, anyway.",26,5
things,nsubj,enjoy,4,restrictive,zero,zero,Ohio State fans enjoy more than sticking a finger in Bert 's eye,13,ORC,zero relative,input_texts/completed-websites-f25/elevenwarriors.txt,"Meyer replaced those two with Larry Johnson and Chris Ash – and with the Ash hire, there are few things Ohio State fans enjoy more than sticking a finger in Bert's eye.",35,4
